,Gene,Pathway
1,pst:PSPTO_1459,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1459,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1459,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4945,Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5528,Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5335,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5335,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5335,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5335,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3950,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3950,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3950,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3950,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1821,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1821,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Synthesis and degradation of ketone bodies - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0744,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0744,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Synthesis and degradation of ketone bodies - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3164,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3164,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4408,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4408,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4408,Vancomycin resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1835,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1835,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1713,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1713,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3829,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4547,Ascorbate and aldarate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4547,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5476,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5476,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5476,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4411,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4411,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4411,Vancomycin resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0698,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0698,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0698,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0698,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0698,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1540,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1540,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1540,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1540,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1993,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1993,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1993,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2944,Biosynthesis of secondary metabolites - unclassified - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2944,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2944,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2300,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2300,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2300,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2300,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1930,Nitrogen metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1930,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2046,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2046,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2045,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2045,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5265,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5266,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0308,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0308,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0310,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0310,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1294,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1293,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1295,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4110,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4110,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4919,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4919,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4915,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4915,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4917,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4917,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4112,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4112,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4916,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4916,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4108,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4108,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4918,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4918,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4109,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4109,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5307,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3880,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3881,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5302,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5360,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5357,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5359,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5358,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2367,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2367,Bacterial chemotaxis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2368,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2369,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4111,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4111,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5321,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5321,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5319,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5319,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5320,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5320,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5262,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5187,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5261,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5189,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5260,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5188,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1671,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1671,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1671,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1661,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1661,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1661,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1434,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1434,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1434,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1434,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3721,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3721,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3721,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3721,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3721,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3832,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3832,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3832,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3832,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3832,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3830,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3830,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3830,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3830,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3833,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3833,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3833,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3833,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2786,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2786,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2788,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2788,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4564,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2572,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4562,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4563,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5314,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5314,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0956,Fructose and mannose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0956,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0956,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0956,Phosphotransferase system (PTS) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1682,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5316,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5316,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5315,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5315,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2787,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2787,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2705,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2706,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0364,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3810,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3810,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3810,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1675,Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1675,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1675,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1108,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1108,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1108,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1108,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4861,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1550,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3815,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3106,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3106,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
